sama	sama	VERB	Degree=Pos|Number=Sing
sama	sama	NOUN	Degree=Pos|Number=Sing
sama	sama	DET	Degree=Pos|Number=Sing
SMK	smk	PROPN	_
umumnya	umumnya	ADV	_
umumnya	umumnya	NOUN	_
umumnya	umumnya	ADJ	_
yaitu	yaitu	CCONJ	_
yaitu	yaitu	ADV	_
yaitu	yaitu	SCONJ	_
yaitu	yaitu	DET	_
yaitu	yaitu	ADP	_
jenjang	jenjang	NOUN	Number=Sing
kelas	kelas	NOUN	Number=Sing
10	10	NUM	NumType=Card
11	11	NUM	NumType=Card
12	12	NUM	NumType=Card
sistem	sistem	NOUN	Number=Sing
serupa	serupa	ADJ	Degree=Pos|Number=Sing
serupa	serupa	VERB	Degree=Pos|Number=Sing
praktik	praktik	NOUN	Number=Sing
kerja	kerja	VERB	Number=Sing
kerja	kerja	NOUN	Number=Sing
kerja	kerja	ADJ	Number=Sing
industri	industri	ADJ	Number=Sing
industri	industri	NOUN	Number=Sing
industri	industri	PROPN	Number=Sing
memperoleh	menperoleh	VERB	Number=Sing|Voice=Act
pengalaman	pengalaman	NOUN	Number=Sing
pengalaman	pengalaman	VERB	Number=Sing
dilaksanakan	dilaksanakan	VERB	Number=Sing|Voice=Pass
tahun	tahun	NOUN	Number=Sing
tahun	tahun	VERB	Number=Sing
keempat	keempat	NUM	NumType=Card
keempat	keempat	DET	_
Sutradara	sutradara	PROPN	Number=Sing
ini	ini	DET	PronType=Dem
ini	ini	PRON	PronType=Dem
Lasse	lasse	PROPN	_
Hallström	hallström	PROPN	_
novel	novel	NOUN	_
Nicholas	nicholas	PROPN	_
Sparks	sparks	PROPN	_
judul	judul	NOUN	Number=Sing
Bandara	bandara	NOUN	Number=Sing
Bandara	bandara	PROPN	Number=Sing
menjadi	menjadi	VERB	Number=Sing|Voice=Act
menjadi	menjadi	ADP	Number=Sing|Voice=Act
home	home	NOUN	_
-	-	PUNCT	_
base	base	NOUN	_
base	base	PROPN	_
bagi	bagi	ADP	_
bagi	bagi	ADP	Number=Sing|Voice=Act
Skuadron	skuadron	PROPN	_
Udara	udara	PROPN	Number=Sing
Udara	udara	NOUN	Number=Sing
TNI	tni	NOUN	Number=Sing|Voice=Act
AU	au	PROPN	_
Bandar	bandar	PROPN	Number=Sing
Bandar	bandar	NOUN	Number=Sing
udara	udara	NOUN	Number=Sing
Sultan	sultan	PROPN	_
Sultan	sultan	NOUN	_
Syarif	syarif	PROPN	_
Kasim	kasim	NOUN	_
II	ii	NUM	NumType=Card
II	ii	PROPN	_
(	(	PUNCT	_
SSK	ssk	PROPN	_
)	)	PUNCT	_
Pekanbaru	pekanbaru	PROPN	_
bandara	bandara	NOUN	Number=Sing
peninggalan	pentinggalan	PROPN	Number=Sing
peninggalan	pentinggalan	NOUN	Number=Sing
Sejarah	sejarah	PROPN	Number=Sing
Sejarah	sejarah	NOUN	Number=Sing
zaman	zaman	NOUN	Number=Sing
kemerdekaan	kemerdekaan	NOUN	Number=Sing
melawan	menlawan	VERB	Number=Sing|Voice=Act
melawan	menlawan	ADP	Number=Sing|Voice=Act
penjajah	penjajah	NOUN	Number=Sing
Belanda	belanda	PROPN	Number=Sing
Jepang	jepang	PROPN	Number=Sing
Bit	bit	NOUN	_
bit	bit	NOUN	_
bit	bit	NUM	NumType=Card
ganjil	ganjil	ADJ	Degree=Pos|Number=Sing
ditingkatkan	ditingkatkan	VERB	Number=Sing|Voice=Pass
cukup	cukup	ADV	_
cukup	cukup	ADV	Degree=Pos|Number=Sing
banyak	banyak	ADV	Degree=Pos|Number=Sing
banyak	banyak	PUNCT	Degree=Pos|Number=Sing
banyak	banyak	DET	Degree=Pos|Number=Sing
banyak	banyak	ADJ	Degree=Pos|Number=Sing
banyak	banyak	DET	NumType=Card|PronType=Ind
banyak	banyak	ADV	NumType=Card|PronType=Ind
banyak	banyak	PRON	NumType=Card|PronType=Ind
mempertimbangkan	menpertimbangkan	VERB	Number=Sing|Voice=Act
setiap	setiap	DET	PronType=Tot
blok	blok	NOUN	Number=Sing
dikirim	dikirim	VERB	Number=Sing|Voice=Pass
dikirim	dikirim	NOUN	Number=Sing|Voice=Pass
sebagai	sebagai	ADP	_
sebagai	sebagai	VERB	_
matriks	matriks	NOUN	Number=Sing
persegi	persegi	NOUN	Number=Sing
persegi	persegi	ADJ	Number=Sing
panjang	panjang	ADJ	Degree=Pos|Number=Sing
panjang	panjang	NOUN	Degree=Pos|Number=Sing
lebar	lebar	NOUN	Degree=Pos|Number=Sing
lebar	lebar	ADJ	Degree=Pos|Number=Sing
n	n	NOUN	_
n	n	CCONJ	_
n	n	PROPN	_
tinggi	tinggi	NOUN	Degree=Pos|Number=Sing
tinggi	tinggi	ADJ	Degree=Pos|Number=Sing
k	k	NOUN	_
Spin	spin	PROPN	_
beranalogi	beranalogi	VERB	Number=Sing|Voice=Act
momentum	momentum	NOUN	_
sudut	sudut	NOUN	Number=Sing
suatu	suatu	DET	PronType=Ind
objek	objek	NOUN	Number=Sing
berputar	berputar	VERB	Number=Sing|Voice=Act
pusat	pusat	NOUN	Number=Sing
pusat	pusat	ADJ	Number=Sing
pusat	pusat	ADJ	Degree=Pos|Number=Sing
pusat	pusat	NOUN	Degree=Pos|Number=Sing
massanya	massa	NOUN	Number[psor]=Sing|Person[psor]=3
walaupun	walaupun	SCONJ	_
secara	secara	ADP	_
secara	secara	ADV	_
kaku	kaku	NOUN	Degree=Pos|Number=Sing
kaku	kaku	ADJ	Degree=Pos|Number=Sing
partikel	partikel	NOUN	Number=Sing
tidaklah	tidak	PART	Polarity=Neg
berperilaku	berperilaku	VERB	Number=Sing|Voice=Act
Lalu	lalu	SCONJ	Degree=Pos|Number=Sing
Lalu	lalu	CCONJ	Degree=Pos|Number=Sing
Lalu	lalu	ADV	Degree=Pos|Number=Sing
Lalu	lalu	PROPN	Degree=Pos|Number=Sing
bagaimana	bagaimana	ADV	PronType=Int
bagaimana	bagaimana	ADP	PronType=Int
bagaimana	bagaimana	PRON	PronType=Int
bagaimana	bagaimana	DET	PronType=Int
kisah	kisah	NOUN	Number=Sing
cinta	cinta	NOUN	Number=Sing
cinta	cinta	VERB	Number=Sing
Mutia	mutia	PROPN	_
Fadel	fadel	PROPN	_
?	?	PUNCT	_
Pembentukan	penbentukan	NOUN	Number=Sing
Pembentukan	penbentukan	PROPN	Number=Sing
bursa	bursa	NOUN	Number=Sing
bermula	bermula	VERB	Number=Sing|Voice=Act
Lloyd's	_	PROPN	_
Coffee	coffee	PROPN	_
dibuka	dibuka	VERB	Number=Sing|Voice=Pass
oleh	oleh	ADP	_
oleh	oleh	CCONJ	_
Edward	edward	PROPN	_
Lloyd	lloyd	PROPN	_
sekitar	sekitar	ADP	_
sekitar	sekitar	ADJ	_
sekitar	sekitar	DET	_
sekitar	sekitar	NOUN	_
1668	1668	NUM	NumType=Card
Tower	tower	PROPN	_
Street	street	NOUN	_
London	london	PROPN	_
Kekutu	kekutu	PROPN	_
merupakan	merupakan	VERB	_
kesalahan	kesalahan	NOUN	Number=Sing
perangkat	perangkat	NOUN	Number=Sing
keras	keras	ADJ	Degree=Pos|Number=Sing
keras	keras	NOUN	Degree=Pos|Number=Sing
komputer	komputer	NOUN	Number=Sing
atau	atau	CCONJ	_
lunak	lunak	ADJ	Degree=Pos|Number=Sing
menyebabkan	mensebabkan	VERB	Number=Sing|Voice=Act
itu	itu	DET	PronType=Dem
itu	itu	PRON	PronType=Dem
itu	itu	CCONJ	PronType=Dem
itu	itu	SCONJ	PronType=Dem
tidak	tidak	PART	Polarity=Neg
tidak	tidak	PART	_
tidak	tidak	ADV	Polarity=Neg
tidak	tidak	ADV	_
tidak	tidak	PROPN	Polarity=Neg
berfungsi	berfungsi	VERB	Number=Sing|Voice=Act
semestinya	seharusnya	ADV	_
Apakah	apa	ADV	PronType=Int
Apakah	apa	PRON	PronType=Int
Apakah	apa	DET	PronType=Int
MAT	mat	PROPN	_
PEI	pei	PROPN	_
sampai	sampai	ADP	Degree=Pos|Number=Sing
sampai	sampai	VERB	Degree=Pos|Number=Sing
sampai	sampai	ADV	Degree=Pos|Number=Sing
sampai	sampai	ADP	_
sampai	sampai	VERB	_
sampai	sampai	ADV	_
sampai	sampai	PROPN	_
sampai	sampai	SCONJ	_
hati	hati	NOUN	Number=Sing
hati	hati	VERB	Number=Sing
menolak	mentolak	VERB	Number=Sing|Voice=Act
SAFINA	safina	PROPN	_
begitu	begitu	ADV	PronType=Dem
begitu	begitu	PRON	PronType=Dem
begitu	begitu	SCONJ	PronType=Dem
begitu	begitu	CCONJ	PronType=Dem
kedua	kedua	NUM	NumType=Card
kedua	kedua	DET	_
orang	orang	NOUN	Number=Sing
orang	orang	DET	Number=Sing
tuanya	tua	NOUN	Degree=Pos|Number=Sing|Number[psor]=Sing|Person[psor]=3
Marlene	marlene	PROPN	_
sangat	sangat	ADV	_
tertarik	tertarik	VERB	Degree=Pos|Number=Sing
Jodi	jodi	PROPN	_
mulai	mulai	VERB	Number=Sing|Voice=Act
mulai	mulai	ADV	Number=Sing|Voice=Act
mulai	mulai	ADP	Number=Sing|Voice=Act
mulai	mulai	ADJ	Number=Sing|Voice=Act
saling	saling	ADV	_
curhat	curhat	VERB	_
Facebook	facebook	PROPN	_
Diatessaron	diatessaron	PROPN	_
milik	milik	NOUN	Number=Sing|Voice=Act
milik	milik	VERB	Number=Sing|Voice=Act
Tatianus	tatianus	PROPN	_
tersebar	tersebar	VERB	Number=Sing|Voice=Pass
tersebar	tersebar	ADJ	Number=Sing|Voice=Pass
luas	luas	ADJ	Degree=Pos|Number=Sing
luas	luas	NOUN	Degree=Pos|Number=Sing
kalangan	kalangan	NOUN	Number=Sing
Kristen	kristen	PROPN	Number=Sing
Kristen	kristen	ADJ	Number=Sing
Siria	siria	PROPN	_
abad	abad	NOUN	Number=Sing
ke	ke	NUM	NumType=Card
ke	ke	ADP	_
ke	ke	DET	_
ke	ke	X	_
ke	ke	VERB	_
5	5	NUM	NumType=Card
5	5	PROPN	_
Pertemuannya	pertemuan	NOUN	Number=Sing|Number[psor]=Sing|Person[psor]=3
Jiang	jiang	PROPN	_
Wen	wen	PROPN	_
Qing	qing	PROPN	_
justru	justru	ADV	_
membuat	menbuat	VERB	Number=Sing|Voice=Act
tahu	tahu	VERB	Number=Sing
tahu	tahu	VERB	Number=Sing|Voice=Act
tahu	tahu	NOUN	Number=Sing
fungsi	fungsi	NOUN	Number=Sing
masing	masing	DET	_
masing	masing	ADV	_
masing	masing	ADJ	_
masing	masing	NOUN	_
Dea	dea	PROPN	_
depresi	depresi	ADJ	Number=Sing
depresi	depresi	NOUN	Number=Sing
karena	karena	CCONJ	_
karena	karena	ADP	_
karena	karena	SCONJ	_
pacarnya	pacar	NOUN	Number=Sing|Number[psor]=Sing|Person[psor]=3
Adit	adit	PROPN	_
merekam	menrekam	VERB	Number=Sing|Voice=Act
menyebarkan	mensebarkan	VERB	Number=Sing|Voice=Act
adegan	adegan	NOUN	Number=Sing
mesra	mesra	NOUN	Degree=Pos|Number=Sing
teman	teman	NOUN	Number=Sing
sekolah	sekolah	NOUN	Number=Sing
sekolah	sekolah	PROPN	Number=Sing
sekolah	sekolah	VERB	Number=Sing
melalui	melalui	ADP	_
melalui	melalui	VERB	_
internet	internet	NOUN	Number=Sing
telepon	telepon	NOUN	Number=Sing
genggam	genggam	ADJ	Number=Sing|Voice=Act
genggam	genggam	NOUN	Number=Sing|Voice=Act
Nama	nama	NOUN	Number=Sing
umum	umum	ADJ	Degree=Pos|Number=Sing
umum	umum	NOUN	Degree=Pos|Number=Sing
entitas	entitas	NOUN	Number=Sing
pemerintah	penperintah	NOUN	Number=Sing
daerah	daerah	NOUN	Number=Sing
meliputi	menliputi	VERB	Number=Sing|Voice=Act
negara	negara	NOUN	Number=Sing
bagian	bagian	NOUN	Number=Sing
provinsi	provinsi	NOUN	Number=Sing
provinsi	provinsi	PROPN	Number=Sing
region	region	NOUN	_
departemen	departemen	PROPN	Number=Sing
departemen	departemen	NOUN	Number=Sing
county	county	PROPN	_
county	county	NOUN	_
prefektur	prefektur	PROPN	Number=Sing
distrik	distrik	NOUN	Number=Sing
township	township	NOUN	_
town	town	NOUN	_
borough	borough	NOUN	_
parish	parish	NOUN	_
munisipalitas	munisipalitas	NOUN	_
shire	shire	NOUN	_
desa	desa	NOUN	Number=Sing
desa	desa	PROPN	Number=Sing
Berfirmanlah	berfirman	PROPN	Number=Sing|Voice=Act
TUHAN	tuhan	PROPN	Number=Sing
kepada	kepada	ADP	_
Samuel	samuel	PROPN	_
:	:	PUNCT	_
``	``	PUNCT	_
Berapa	berapa	PRON	PronType=Int
Berapa	berapa	DET	PronType=Int
Berapa	berapa	ADV	PronType=Int
lama	lama	ADJ	Degree=Pos|Number=Sing
lama	lama	NOUN	Degree=Pos|Number=Sing
lama	lama	ADV	Degree=Pos|Number=Sing
lagi	lagi	ADV	_
lagi	lagi	ADJ	_
engkau	engkau	PRON	Number=Sing|Person=2|Polite=Infm|PronType=Prs
berdukacita	berdukacita	VERB	_
Saul	saul	PROPN	_
Kisah	kisah	PROPN	Number=Sing
Kisah	kisah	NOUN	Number=Sing
diceritakannya	diceritakan	VERB	Number=Sing|Number[psor]=Sing|Person[psor]=3|Voice=Pass
waktu	waktu	NOUN	Number=Sing
waktu	waktu	ADV	Number=Sing
waktu	waktu	SCONJ	Number=Sing
seribu	seribu	NUM	NumType=Card
seribu	seribu	NOUN	_
seribu	seribu	PROPN	_
malam	malam	NOUN	Number=Sing
malam	malam	ADJ	Number=Sing
Scheherezade	scheherezade	PROPN	_
mengakhiri	menakhiri	VERB	Number=Sing|Voice=Act
kisahnya	kisah	NOUN	Number=Sing|Number[psor]=Sing|Person[psor]=3
akhir	akhir	NOUN	Number=Sing
akhir	akhir	ADJ	Number=Sing
menegangkan	mentegangkan	VERB	Number=Sing|Voice=Act
sehingga	sehingga	SCONJ	_
sehingga	sehingga	CCONJ	_
sehingga	sehingga	ADP	_
sang	sang	DET	_
raja	raja	NOUN	Number=Sing
raja	raja	PROPN	Number=Sing
pun	pun	PART	_
pun	pun	ADV	_
pun	pun	PART	Polarity=Neg
pun	pun	DET	_
selalu	selalu	ADV	_
menangguhkan	mentangguhkan	VERB	Number=Sing|Voice=Act
perintah	perintah	NOUN	Number=Sing
hukuman	hukuman	NOUN	Number=Sing
mati	mati	ADJ	Degree=Pos|Number=Sing
mati	mati	VERB	Degree=Pos|Number=Sing
mati	mati	NOUN	Degree=Pos|Number=Sing
mati	mati	PROPN	Degree=Pos|Number=Sing
diri	diri	NOUN	Number=Sing
diri	diri	PRON	Number=Sing
Scheherazade	scheherazade	PROPN	_
Bangunan	bangunan	NOUN	Number=Sing
Bangunan	bangunan	PROPN	Number=Sing
kemudian	kemudian	ADV	_
kemudian	kemudian	ADP	_
kemudian	kemudian	SCONJ	_
kemudian	kemudian	DET	PronType=Rel
diwariskan	diwariskan	VERB	Number=Sing|Voice=Pass
putranya	putra	NOUN	Number=Sing|Number[psor]=Sing|Person[psor]=3
bernama	bernama	VERB	Number=Sing|Voice=Act
Khouw	khouw	PROPN	_
Kim	kim	PROPN	_
An	an	PROPN	_
lahir	lahir	VERB	Number=Sing|Voice=Act
Batavia	batavia	PROPN	_
Juni	juni	PROPN	Number=Sing
Juni	juni	NOUN	Number=Sing
1879	1879	NUM	NumType=Card
nama	nama	NOUN	Number=Sing
nama	nama	VERB	Number=Sing
kecilnya	kecil	ADJ	Degree=Pos|Number=Sing|Number[psor]=Sing|Person[psor]=3
Eisei	eisei	PROPN	_
Amamoto	amamoto	PROPN	_
seorang	seorang	DET	PronType=Ind
seorang	seorang	PRON	PronType=Ind
aktor	aktor	NOUN	Number=Sing
berkebangsaan	berkebangsaan	VERB	Number=Sing|Voice=Act
berkebangsaan	berkebangsaan	NOUN	Number=Sing|Voice=Act
Saat	saat	ADV	_
Saat	saat	PRON	PronType=Rel
Saat	saat	ADP	Number=Sing
Saat	saat	NOUN	Number=Sing
Saat	saat	SCONJ	Number=Sing
Saat	saat	ADV	Number=Sing
burung	burung	NOUN	Number=Sing
kembali	kembali	VERB	Number=Sing|Voice=Act
kembali	kembali	ADV	Number=Sing|Voice=Act
koloni	koloni	NOUN	Number=Sing
ia	ia	PRON	Number=Sing|Person=3|PronType=Prs
menari	mentari	VERB	Number=Sing|Voice=Act
pasangan	pasangan	NOUN	Number=Sing
namun	namun	SCONJ	_
namun	namun	CCONJ	_
namun	namun	ADP	_
setelah	setelah	ADP	_
setelah	setelah	SCONJ	_
setelah	setelah	ADV	_
setelah	setelah	CCONJ	_
memilih	menpilih	VERB	Number=Sing|Voice=Act
bertahan	bertahan	VERB	Number=Sing|Voice=Act
seumur	seumur	NOUN	Degree=Pos|Number=Sing
hidup	hidup	ADJ	Number=Sing
hidup	hidup	NOUN	Number=Sing
hidup	hidup	VERB	Number=Sing
Pinisi	pinisi	PROPN	_
sebenarnya	sebenarnya	ADV	_
sebenarnya	sebenarnya	ADJ	_
layar	layar	NOUN	Number=Sing
Atum	atum	PROPN	_
dikenal	dikenal	VERB	Number=Sing|Voice=Pass
mesir	mesir	PROPN	Number=Sing
dewa	dewa	NOUN	Number=Sing
matahari	matahari	NOUN	Number=Sing
mengatur	menatur	VERB	Number=Sing|Voice=Act
Untuk	untuk	ADP	_
Untuk	untuk	PROPN	_
apa	apa	PRON	PronType=Int
apa	apa	ADV	PronType=Int
apa	apa	VERB	PronType=Int
mempercepat	menpercepat	VERB	Number=Sing|Voice=Act
pembangunan	penbangunan	NOUN	Number=Sing
propinsi	propinsi	NOUN	Number=Sing
membutuhkan	menbutuhkan	VERB	Number=Sing|Voice=Act
sumber	sumber	NOUN	Number=Sing
daya	daya	NOUN	Number=Sing
manusia	manusia	NOUN	Number=Sing
handal	handal	ADJ	Degree=Pos|Number=Sing
memiliki	menmiliki	VERB	Number=Sing|Voice=Act
pengetahuan	pengetahuan	NOUN	Number=Sing
keterampilan	keterampilan	NOUN	Number=Sing
sikap	sikap	NOUN	Number=Sing
baik	baik	ADV	Degree=Pos|Number=Sing
baik	baik	ADJ	Degree=Pos|Number=Sing
baik	baik	CCONJ	Degree=Pos|Number=Sing
baik	baik	ADP	Degree=Pos|Number=Sing
baik	baik	DET	Degree=Pos|Number=Sing
dis	dis	ADP	Number=Sing|Voice=Pass
emua	emua	ADP	_
sektor	sektor	NOUN	Number=Sing
antara	antara	ADP	_
antara	antara	NOUN	_
antara	antara	SCONJ	_
dibidang	dibidang	ADP	Number=Sing|Voice=Pass
teknologi	teknologi	NOUN	Number=Sing
informasi	informasi	NOUN	Number=Sing
pertanian	pertanian	NOUN	Number=Sing
pariwisata	pariwisata	NOUN	Number=Sing
Kenapa	kenapa	ADV	PronType=Int
Kenapa	kenapa	PRON	PronType=Int
Kenapa	kenapa	DET	PronType=Int
Harus	harus	VERB	Number=Sing|Voice=Act
Harus	harus	ADV	Number=Sing|Voice=Act
Inul	inul	PROPN	_
Liburan	liburan	NOUN	Number=Sing
indah	indah	ADJ	Degree=Pos|Number=Sing
mendadak	mendadak	VERB	Degree=Pos|Number=Sing
mendadak	mendadak	ADJ	Degree=Pos|Number=Sing
penuh	penuh	ADJ	Degree=Pos|Number=Sing
penuh	penuh	VERB	Degree=Pos|Number=Sing
darah	darah	NOUN	Number=Sing
para	para	DET	PronType=Dem
penambang	pentambang	NOUN	Number=Sing
menggunakan	mengunakan	VERB	Number=Sing|Voice=Act
tembakau	tembakau	NOUN	Number=Sing
kunyah	kunyah	ADJ	Number=Sing|Voice=Act
Aloe	aloe	PROPN	_
vera	vera	PROPN	_
/	/	SYM	_
lidah	lidah	NOUN	Number=Sing
buaya	buaya	NOUN	Number=Sing
mengandung	menkandung	VERB	Number=Sing|Voice=Act
semua	semua	DET	PronType=Tot
semua	semua	PRON	PronType=Tot
semua	semua	ADV	PronType=Tot
jenis	jenis	NOUN	Number=Sing
jenis	jenis	ADJ	Number=Sing
jenis	jenis	VERB	Number=Sing
vitamin	vitamin	NOUN	_
kecuali	kecuali	ADP	_
kecuali	kecuali	SCONJ	_
kecuali	kecuali	CCONJ	_
D	d	NOUN	_
mineral	mineral	NOUN	_
diperlukan	diperlukan	VERB	Number=Sing|Voice=Pass
enzim	enzim	NOUN	Number=Sing
saponin	saponin	NOUN	_
anti	anti	NOUN	Degree=Pos|Number=Sing
anti	anti	ADJ	Degree=Pos|Number=Sing
anti	anti	X	Degree=Pos|Number=Sing
anti	anti	NOUN	Degree=Pos|Number=Sing|Polarity=Neg
